name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,html,cluster,PC1,PC2,PC3,playlist
Para Machuchar Meu Coracao                                                                                                                                                       ,Stan Getz                                       ,0.617,0.131,3,-17.83,1,0.0387,0.961,0.0101,0.0987,0.449,131.953,304133,4,6YpFxiVx2bpyyiNbrndLka ,https://open.spotify.com/track/6YpFxiVx2bpyyiNbrndLka,1,0.5714149849579088,-1.5586009784918924,0.6922577954524636,Energetic Party Hits
Esperando Na Janela - Versão Acústica                                                                                                                                            ,Gilberto Gil                                    ,0.615,0.157,2,-14.081,1,0.0406,0.93,0.00193,0.114,0.513,148.99,202560,4,6L2H2poOGMQzxPSAd4ilDB ,https://open.spotify.com/track/6L2H2poOGMQzxPSAd4ilDB,1,0.22490588765496192,-1.4534763523172056,0.9371456010213306,Energetic Party Hits
Água de beber                                                                                                                                                                    ,Tania Maria                                     ,0.771,0.555,7,-12.366,1,0.0493,0.871,0.422,0.0829,0.553,98.094,331773,4,2bQ3ARYaM7JlYOpofCtlft ,https://open.spotify.com/track/2bQ3ARYaM7JlYOpofCtlft,1,0.5580944578803521,-0.9120453733337609,0.33197997213056485,Energetic Party Hits
Mama África                                                                                                                                                                      ,Chico César                                     ,0.676,0.469,1,-8.715,0,0.0482,0.648,0.0,0.987,0.885,163.709,214827,4,4S18cCp2R0Z0SdbCwNC4ZL ,https://open.spotify.com/track/4S18cCp2R0Z0SdbCwNC4ZL,2,-2.181361498384278,0.8535555264758944,-0.42941398777833173,Rhythmic Beats
Á Primeira Vista                                                                                                                                                                 ,Chico César                                     ,0.542,0.148,11,-12.99,1,0.0394,0.782,0.0,0.704,0.248,89.585,216800,4,2hjDxNmryN9ziHAIYiRksM ,https://open.spotify.com/track/2hjDxNmryN9ziHAIYiRksM,2,0.550354620133252,-0.10152206784910284,0.23225141366289245,Rhythmic Beats
Tambores                                                                                                                                                                         ,Chico César                                     ,0.598,0.278,0,-11.505,1,0.0472,0.72,0.000161,0.754,0.567,125.032,172907,4,6T0uy8Np5fDNpb8uYA5kXg ,https://open.spotify.com/track/6T0uy8Np5fDNpb8uYA5kXg,2,-0.637601535044366,0.013679852758205178,0.7577993789080436,Rhythmic Beats
Guarda-me A Vida Na Mão                                                                                                                                                          ,Ana Moura                                       ,0.482,0.136,6,-15.844,0,0.0318,0.946,0.000762,0.104,0.26,135.574,238307,4,7l7d9M7hSNef7DJ9p2718X ,https://open.spotify.com/track/7l7d9M7hSNef7DJ9p2718X,1,0.8381731399607292,-1.036418800412177,-1.067258142707664,Energetic Party Hits
A Prosa Impúrpura do Caicó                                                                                                                                                       ,Chico César                                     ,0.505,0.209,2,-14.983,1,0.0387,0.849,0.0094,0.701,0.503,135.836,165667,4,794003xwvF9cGLRSY0dlY7 ,https://open.spotify.com/track/794003xwvF9cGLRSY0dlY7,2,-0.4025783437557716,-0.07939849495827625,0.8978396516614723,Rhythmic Beats
Paraíba                                                                                                                                                                          ,Chico César                                     ,0.569,0.186,1,-14.838,0,0.0365,0.959,0.137,0.738,0.536,84.091,235693,4,2Baiob9mbEkOJZxD6Yro3k ,https://open.spotify.com/track/2Baiob9mbEkOJZxD6Yro3k,2,0.1436159388504323,-0.13057211228881627,-1.6394317854363614,Rhythmic Beats
Berekerê - Voice                                                                                                                                                                 ,Geraldo Azevedo                                 ,0.434,0.573,4,-11.203,0,0.0666,0.83,0.0,0.0584,0.786,172.189,316600,4,4tJ1bFWFJ6teL8hTObeXC4 ,https://open.spotify.com/track/4tJ1bFWFJ6teL8hTObeXC4,1,-1.2105406557780405,-0.8306633242617023,-0.5209177671955083,Energetic Party Hits
Pagode da Saidera                                                                                                                                                                ,Martinho Da Vila                                ,0.584,0.792,7,-10.644,1,0.103,0.723,1.34e-06,0.204,0.938,103.671,181600,4,4KQ4wubF8GZLXK21zwyZAb ,https://open.spotify.com/track/4KQ4wubF8GZLXK21zwyZAb,1,-1.485841077459346,-0.8939731522190992,0.35958279533487386,Energetic Party Hits
Disfarça e Chora                                                                                                                                                                 ,Djavan                                          ,0.747,0.185,5,-11.699,1,0.0498,0.905,0.0172,0.103,0.588,151.833,186200,4,1tX11VR5wSRhBgcrTUoHY7 ,https://open.spotify.com/track/1tX11VR5wSRhBgcrTUoHY7,1,0.020000182394765777,-1.4550537357372848,0.965436758640842,Energetic Party Hits
Tudo isto é fado                                                                                                                                                                 ,Quatro Ventos                                   ,0.405,0.317,2,-10.836,1,0.0299,0.9,4.08e-05,0.12,0.315,139.316,243893,4,1iGP5Okq5Zb3O7GYFwRFmt ,https://open.spotify.com/track/1iGP5Okq5Zb3O7GYFwRFmt,1,0.44092001963018085,-1.0415592528875355,0.8633533617480567,Energetic Party Hits
Quando Te Vi                                                                                                                                                                     ,Luisa Sobral                                    ,0.543,0.129,9,-14.344,1,0.0342,0.97,0.0133,0.157,0.353,134.502,161240,4,7Dp8OX5lXh4VLWQ0saBM7q ,https://open.spotify.com/track/7Dp8OX5lXh4VLWQ0saBM7q,1,0.675513938170399,-1.278339789350761,0.7495984260469286,Energetic Party Hits
Sr. Vinho                                                                                                                                                                        ,Luisa Sobral                                    ,0.348,0.337,5,-10.368,1,0.0348,0.816,0.000811,0.103,0.398,192.711,181173,3,0mdisJ6qrkdpZwQLCLWZCb ,https://open.spotify.com/track/0mdisJ6qrkdpZwQLCLWZCb,1,0.5738681546907247,-0.48620186666683324,2.146484818036222,Energetic Party Hits
Inês                                                                                                                                                                             ,Luisa Sobral                                    ,0.462,0.0827,0,-13.262,1,0.0371,0.965,0.000489,0.111,0.224,135.193,216147,4,5WXNcxN523Cs28zDKVZW5H ,https://open.spotify.com/track/5WXNcxN523Cs28zDKVZW5H,0,1.0010811745831922,-1.230219159603555,0.7320699188740011,Relaxing Instrumentals
Seja Agora                                                                                                                                                                       ,Deolinda                                        ,0.665,0.783,11,-6.046,1,0.083,0.832,0.0,0.0862,0.831,98.179,184133,4,5ttlmsVFycrU0rfzNlenAV ,https://open.spotify.com/track/5ttlmsVFycrU0rfzNlenAV,1,-1.015910777179072,-1.2032485972319695,0.29206754339257673,Energetic Party Hits
Algo Novo                                                                                                                                                                        ,Deolinda                                        ,0.83,0.431,0,-9.463,1,0.0378,0.863,2.26e-05,0.118,0.506,131.959,212920,4,3O1nHNi5bksuZbMzBWVak0 ,https://open.spotify.com/track/3O1nHNi5bksuZbMzBWVak0,1,-0.044656859009305876,-1.189230511567397,0.7720623030335273,Energetic Party Hits
Pois Foi                                                                                                                                                                         ,Deolinda                                        ,0.459,0.254,6,-11.39,0,0.0279,0.947,0.00602,0.122,0.494,79.85,185160,4,2zAh10cRcPXgFsanshnOAS ,https://open.spotify.com/track/2zAh10cRcPXgFsanshnOAS,1,0.7323898375026082,-1.6518371581273694,-1.8114547583825467,Energetic Party Hits
Há-De Passar                                                                                                                                                                     ,Deolinda                                        ,0.776,0.347,4,-9.761,1,0.0562,0.961,0.000404,0.0932,0.51,123.28,146533,4,5l0DBnIG2TyCfKMU9LCjZr ,https://open.spotify.com/track/5l0DBnIG2TyCfKMU9LCjZr,1,0.12284181202412986,-1.3035833246561084,0.5894343537775212,Energetic Party Hits
Xico                                                                                                                                                                             ,Luisa Sobral                                    ,0.442,0.56,9,-8.231,1,0.139,0.47,1.53e-05,0.347,0.622,179.643,192773,4,3gcA0BXLBKnO40ZXDK9VoK ,https://open.spotify.com/track/3gcA0BXLBKnO40ZXDK9VoK,2,-1.5360949693605177,0.47107743842373634,1.3367570721054034,Rhythmic Beats
O Engraxador                                                                                                                                                                     ,Luisa Sobral                                    ,0.725,0.293,9,-10.315,1,0.0421,0.826,0.000479,0.244,0.343,105.045,184427,4,66D9dZn03aR2N0pUi82at4 ,https://open.spotify.com/track/66D9dZn03aR2N0pUi82at4,1,0.5461609986016638,-0.9971248177297513,0.37968095855671596,Energetic Party Hits
