name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,html,cluster,PC1,PC2,PC3,playlist
Liege of Inveracity                                                                                                                                                              ,Suffocation                                     ,0.313,0.931,1,-7.951,1,0.113,8.67e-05,0.919,0.176,0.405,109.648,270840,4,7qvTHdpc9qu4TMPur5vs9w ,https://open.spotify.com/track/7qvTHdpc9qu4TMPur5vs9w,3,0.4551537771769369,1.162689466679651,0.5324303005852037,High-Energy Experimentals
Graves of the Fathers                                                                                                                                                            ,Cryptopsy                                       ,0.261,0.982,7,-4.499,1,0.202,4.63e-06,0.856,0.24,0.292,101.29,251493,4,774kFk9YCPyTYR7sSIDqum ,https://open.spotify.com/track/774kFk9YCPyTYR7sSIDqum,3,0.15928264100005385,2.110780916021186,0.27215213073789596,High-Energy Experimentals
Stiff and Cold                                                                                                                                                                   ,Gorguts                                         ,0.232,0.964,1,-8.173,1,0.122,1.15e-05,0.654,0.297,0.22,160.453,265587,4,4RWI06gvNPqEwnPNcMINK8 ,https://open.spotify.com/track/4RWI06gvNPqEwnPNcMINK8,3,-0.2661338934043281,1.9822068132640556,1.2445803924053296,High-Energy Experimentals
Premature Burial                                                                                                                                                                 ,Malevolent Creation                             ,0.393,0.913,9,-10.955,1,0.072,0.00036,0.0444,0.146,0.182,99.079,196997,4,45QRBDrfLXVvJn2VeGPQCn ,https://open.spotify.com/track/45QRBDrfLXVvJn2VeGPQCn,3,-0.03757769138963169,0.15185314213851883,0.3785261303798969,High-Energy Experimentals
Revel In Flesh                                                                                                                                                                   ,Entombed                                        ,0.137,0.948,7,-7.632,1,0.102,2.97e-06,0.509,0.335,0.305,167.45,222373,4,48zi76YORvpiYO67liH70R ,https://open.spotify.com/track/48zi76YORvpiYO67liH70R,3,-0.6268613890843798,1.666686324674431,1.3719846081735998,High-Energy Experimentals
Leprosy                                                                                                                                                                          ,Death                                           ,0.222,0.985,10,-5.484,1,0.136,1.97e-06,0.109,0.0592,0.0984,108.994,380440,3,6QzjXmQ1mHNYHrwNurA9vJ ,https://open.spotify.com/track/6QzjXmQ1mHNYHrwNurA9vJ,3,0.6551448133319745,1.0651421149001907,0.9444952948241107,High-Energy Experimentals
Arise                                                                                                                                                                            ,Sepultura                                       ,0.372,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,198227,4,1erRDf98WX0VllciGPYO1H ,https://open.spotify.com/track/1erRDf98WX0VllciGPYO1H,3,-0.25674971201297075,0.6506165535300968,-1.2569443955174682,High-Energy Experimentals
Out of the Body                                                                                                                                                                  ,Pestilence                                      ,0.306,0.989,2,-5.087,1,0.109,3.95e-05,0.00041,0.27,0.134,103.006,279093,4,0a2gTb30JwuM8Gi04u8rNo ,https://open.spotify.com/track/0a2gTb30JwuM8Gi04u8rNo,3,-0.45355756867490327,0.8955472661897093,0.40800530682458047,High-Energy Experimentals
The IVth Crusade                                                                                                                                                                 ,Bolt Thrower                                    ,0.153,0.783,1,-10.76,1,0.066,0.0,0.922,0.102,0.109,141.846,298667,3,00nhkvorbdardFjuIi2OOo ,https://open.spotify.com/track/00nhkvorbdardFjuIi2OOo,3,1.9908184650703742,1.4094991660377174,1.5617791966213417,High-Energy Experimentals
Drowned                                                                                                                                                                          ,Entombed                                        ,0.166,0.931,1,-7.042,1,0.0832,4.23e-06,0.171,0.276,0.236,107.676,239933,4,74sEzDFrgGFxaM7xrEyOkG ,https://open.spotify.com/track/74sEzDFrgGFxaM7xrEyOkG,3,-0.26250740046794535,0.6756724451342926,0.5216658551422977,High-Energy Experimentals
Death Metal                                                                                                                                                                      ,Possessed                                       ,0.204,0.989,11,-4.866,1,0.103,3.76e-05,0.000466,0.112,0.0312,100.954,194667,4,4BIxY4hmAvaJJBqGGxfHdJ ,https://open.spotify.com/track/4BIxY4hmAvaJJBqGGxfHdJ,3,-0.040514203838058295,0.628379531720342,0.3563415416553807,High-Energy Experimentals
Dawn of Eternity                                                                                                                                                                 ,Massacre                                        ,0.323,0.974,10,-9.977,0,0.139,0.000356,0.553,0.155,0.146,106.976,311507,4,6DRU8rSgDGMSapAZNLnI8D ,https://open.spotify.com/track/6DRU8rSgDGMSapAZNLnI8D,3,0.2618070446085152,1.6273838297533234,-1.4016330477824137,High-Energy Experimentals
For Victory                                                                                                                                                                      ,Bolt Thrower                                    ,0.129,0.952,8,-7.295,1,0.0959,1.58e-06,0.827,0.0317,0.0808,81.444,290240,4,5ZZqPBNUHwGYVKS6ucjjNH ,https://open.spotify.com/track/5ZZqPBNUHwGYVKS6ucjjNH,3,1.3654868478982882,0.9429423144314159,0.1356317547245075,High-Energy Experimentals
Lake of Fire                                                                                                                                                                     ,Nocturnus                                       ,0.244,0.959,3,-12.165,1,0.312,8.51e-05,0.283,0.0589,0.0361,101.201,304187,4,1s9autQDbj0PrW9EZpGFJB ,https://open.spotify.com/track/1s9autQDbj0PrW9EZpGFJB,2,-0.3248330437437687,2.3060568770742265,-0.023779309453247494,Rhythmic Beats
Into Everlasting Fire                                                                                                                                                            ,Immolation                                      ,0.213,0.903,1,-12.154,1,0.112,4.95e-05,0.842,0.151,0.265,140.969,315000,4,1YBsbab9FvYJiTjELEEIYA ,https://open.spotify.com/track/1YBsbab9FvYJiTjELEEIYA,3,0.3960172889953972,1.443337239470549,0.9569578531692199,High-Energy Experimentals
Mother Man                                                                                                                                                                       ,Atheist                                         ,0.292,0.869,11,-8.986,1,0.0653,1.51e-05,0.764,0.0801,0.468,103.168,274600,3,0TjWvMNz5uKHpqKKr2Evua ,https://open.spotify.com/track/0TjWvMNz5uKHpqKKr2Evua,3,1.3692173237301455,0.43761750679767664,1.0205035845763089,High-Energy Experimentals
Soulless - remastered 2003                                                                                                                                                       ,Grave                                           ,0.346,0.911,7,-4.946,1,0.119,3.01e-06,0.193,0.0654,0.251,113.312,188000,4,3JAdICKvCLPmbtKyufmHhM ,https://open.spotify.com/track/3JAdICKvCLPmbtKyufmHhM,3,-0.15995250814727585,0.45729844296733013,0.48514922084163264,High-Energy Experimentals
From Beyond                                                                                                                                                                      ,Massacre                                        ,0.284,0.967,3,-9.553,1,0.132,0.000163,0.911,0.275,0.175,111.166,268427,4,1XM1xWWhp0PvgAb9PthNPd ,https://open.spotify.com/track/1XM1xWWhp0PvgAb9PthNPd,3,0.5972201164123041,1.9690478056750005,0.5500448314111526,High-Energy Experimentals
Piece of Time                                                                                                                                                                    ,Atheist                                         ,0.174,0.972,9,-8.831,1,0.387,2.46e-05,0.0534,0.356,0.184,77.397,274173,4,6AJE8W6CbGorvhuX32TOfy ,https://open.spotify.com/track/6AJE8W6CbGorvhuX32TOfy,2,-1.34323900046439,2.934659413464327,-0.4491450240008096,Rhythmic Beats
Cryptic Realms                                                                                                                                                                   ,Massacre                                        ,0.296,0.859,10,-10.304,1,0.0867,8.92e-05,0.81,0.281,0.376,97.944,292760,4,5OdWDaQELxXlOvu3prEb9W ,https://open.spotify.com/track/5OdWDaQELxXlOvu3prEb9W,3,0.5503609557681386,0.9575502941081886,0.4128175086201945,High-Energy Experimentals
Breeding Death                                                                                                                                                                   ,Bloodbath                                       ,0.236,0.916,1,-7.586,1,0.0686,9.01e-06,0.0079,0.199,0.297,102.199,265027,4,3G1QJ5yuNw385SULJFEjzJ ,https://open.spotify.com/track/3G1QJ5yuNw385SULJFEjzJ,1,-0.3774491143447681,0.055634888288721686,0.4373428254642257,Energetic Party Hits
Furnace Funeral                                                                                                                                                                  ,Bloodbath                                       ,0.243,0.926,1,-7.867,1,0.06,3.47e-05,0.0399,0.154,0.166,131.32,303173,4,3KWXYiveuMHyGMOPQTdGbS ,https://open.spotify.com/track/3KWXYiveuMHyGMOPQTdGbS,3,-0.29173738682392286,0.3663575785329198,0.8590128675029933,High-Energy Experimentals
Body Bag                                                                                                                                                                         ,Obituary                                        ,0.312,0.988,9,-6.347,1,0.146,1.96e-05,0.0319,0.223,0.0487,112.138,349240,4,5oXLtUCb5sEXR1lCuc1HVP ,https://open.spotify.com/track/5oXLtUCb5sEXR1lCuc1HVP,3,-0.4190182452402528,1.3002972595876152,0.46042700538550635,High-Energy Experimentals
Inner Self                                                                                                                                                                       ,Sepultura                                       ,0.275,0.997,4,-5.216,1,0.0772,0.000164,0.0711,0.0737,0.0838,160.914,309253,4,3orEDNYiGeafDlFNSAZ2Lw ,https://open.spotify.com/track/3orEDNYiGeafDlFNSAZ2Lw,3,-0.4500693462846116,0.7982773445995458,1.2466379030507264,High-Energy Experimentals
Sinners Bleed                                                                                                                                                                    ,Entombed                                        ,0.17,0.944,7,-7.078,1,0.142,2.02e-06,0.751,0.0804,0.171,81.783,310600,3,5GdYxhRkVCIwRyZoVKjrvX ,https://open.spotify.com/track/5GdYxhRkVCIwRyZoVKjrvX,3,1.6724837813670663,1.428670300308963,0.5971304531618032,High-Energy Experimentals
You'll Never See                                                                                                                                                                 ,Grave                                           ,0.167,0.979,11,-4.677,1,0.128,2.97e-06,0.894,0.236,0.124,149.778,309640,4,6IADZk3d2snyZ02mg3217O ,https://open.spotify.com/track/6IADZk3d2snyZ02mg3217O,3,0.35905330415631537,2.22349300698232,1.0939703953525513,High-Energy Experimentals
Pleasure to Kill                                                                                                                                                                 ,Kreator                                         ,0.265,0.941,11,-6.569,0,0.18,1.64e-05,0.0342,0.313,0.331,126.622,248766,4,5PFhkQbjJge1h8k7wE1K5U ,https://open.spotify.com/track/5PFhkQbjJge1h8k7wE1K5U,2,-1.2482274199222514,1.581669196363214,-1.2186683067158781,Rhythmic Beats
Infected                                                                                                                                                                         ,Obituary                                        ,0.315,0.981,9,-5.868,1,0.164,0.000117,0.00685,0.639,0.0597,130.873,335227,4,2e83Z7NX9uVK6xtIcLNPT7 ,https://open.spotify.com/track/2e83Z7NX9uVK6xtIcLNPT7,2,-1.1923262650189914,2.5087630267331034,0.7777743634489376,Rhythmic Beats
After World Obliteration                                                                                                                                                         ,Terrorizer                                      ,0.23,0.985,2,-14.46,1,0.0855,3.03e-06,0.894,0.0949,0.0365,111.79,209573,4,1B3EH5RE7LhigcjdBhlY5F ,https://open.spotify.com/track/1B3EH5RE7LhigcjdBhlY5F,3,1.1740208862653354,1.4333151456961546,0.6096207977736742,High-Energy Experimentals
Pentagram                                                                                                                                                                        ,Possessed                                       ,0.109,0.985,1,-4.863,1,0.106,0.00105,0.0623,0.165,0.0344,93.348,212933,4,5swTG5VU41Q7Bh4uriGjaM ,https://open.spotify.com/track/5swTG5VU41Q7Bh4uriGjaM,3,0.039741357243432314,0.7703303843254274,0.25944070886449205,High-Energy Experimentals
Land of Tears                                                                                                                                                                    ,Pestilence                                      ,0.272,0.985,1,-6.451,1,0.2,5.67e-06,0.245,0.12,0.112,99.276,286846,4,4rTtPgdATny6k1PC8SrxJG ,https://open.spotify.com/track/4rTtPgdATny6k1PC8SrxJG,3,-0.19569577759244233,1.4724941660739086,0.17312015080608373,High-Energy Experimentals
Stench of Paradise Burning                                                                                                                                                       ,Disincarnate                                    ,0.139,0.953,8,-6.943,0,0.188,4.64e-06,0.692,0.0961,0.281,79.881,287560,4,3ECuj3S0pDWrE4R046HeB5 ,https://open.spotify.com/track/3ECuj3S0pDWrE4R046HeB5,3,0.3777509203645213,1.5402304824310733,-1.8812424166963446,High-Energy Experimentals
Who Will Be Not Be Dead                                                                                                                                                          ,Seance                                          ,0.262,0.937,1,-7.237,0,0.107,2.75e-05,0.668,0.51,0.318,104.912,211400,4,46NuBcPN0BlWKzj7ZOYybq ,https://open.spotify.com/track/46NuBcPN0BlWKzj7ZOYybq,3,-0.11421765739779983,1.9957966962493823,-1.294537855256803,High-Energy Experimentals
Dead Embryonic Cells                                                                                                                                                             ,Sepultura                                       ,0.445,0.917,11,-6.776,1,0.0693,9.62e-06,0.175,0.108,0.439,106.54,292173,4,3erQAddOalef7tmVpAZ3BV ,https://open.spotify.com/track/3erQAddOalef7tmVpAZ3BV,1,-0.33714373294435485,-0.18123966406676245,0.4902072748389846,Energetic Party Hits
Chronic Infection                                                                                                                                                                ,Pestilence                                      ,0.255,0.994,2,-4.965,1,0.142,1.73e-05,0.00205,0.0737,0.0964,115.525,237373,4,1elixVStkMvEVgwlpGHkLu ,https://open.spotify.com/track/1elixVStkMvEVgwlpGHkLu,3,-0.39344524440846335,0.8434110720639596,0.48154839751741335,High-Energy Experimentals
Eve of the Apocalypse                                                                                                                                                            ,Malevolent Creation                             ,0.397,0.948,8,-10.405,1,0.081,0.000182,0.0536,0.0926,0.117,105.139,261373,4,6HAHmTe8oAi2AaKytaUliz ,https://open.spotify.com/track/6HAHmTe8oAi2AaKytaUliz,3,0.011170436321887491,0.3046624109663472,0.44530676483447656,High-Energy Experimentals
Dead Shall Rise                                                                                                                                                                  ,Terrorizer                                      ,0.28,0.937,2,-14.091,1,0.113,7.89e-06,0.871,0.105,0.0513,103.676,185707,4,1WreTPLpISl7eIoykT9Y43 ,https://open.spotify.com/track/1WreTPLpISl7eIoykT9Y43,3,1.1520445703206206,1.4846870972689779,0.43272303345931346,High-Energy Experimentals
When the Sun Drank the Weight of Water                                                                                                                                           ,Demilich                                        ,0.179,0.936,2,-4.331,1,0.0827,0.000456,0.876,0.283,0.321,99.958,223640,3,0U6W8pajvbJhGSoCFnggWJ ,https://open.spotify.com/track/0U6W8pajvbJhGSoCFnggWJ,3,1.4030203595153166,1.4736706624888274,1.014377101373627,High-Energy Experimentals
These Walls Shall Be Your Grave                                                                                                                                                  ,Brutality                                       ,0.225,0.952,11,-10.497,1,0.11,1.67e-05,0.928,0.349,0.136,138.685,276173,4,3EjNZuQqmUUuEEM1rXBxcn ,https://open.spotify.com/track/3EjNZuQqmUUuEEM1rXBxcn,3,0.4598355972281722,2.247786761293959,0.992013640139639,High-Energy Experimentals
Misanthrope                                                                                                                                                                      ,Death                                           ,0.39,0.988,7,-5.512,1,0.117,0.000223,0.00235,0.124,0.219,100.297,303907,4,1VzTXTV0LqoD8OJE14yD3E ,https://open.spotify.com/track/1VzTXTV0LqoD8OJE14yD3E,3,-0.43326161800980945,0.45150318221383723,0.32246455133896845,High-Energy Experimentals
Jealousy                                                                                                                                                                         ,Death                                           ,0.153,0.988,9,-5.106,1,0.211,3.03e-06,0.639,0.112,0.135,52.804,221893,4,3G68xDDkriZr1xSAhFWv3X ,https://open.spotify.com/track/3G68xDDkriZr1xSAhFWv3X,3,0.6886042221973782,1.550002641470154,-0.46982442677209907,High-Energy Experimentals
Flattening of Emotions                                                                                                                                                           ,Death                                           ,0.389,0.902,1,-6.808,1,0.0975,1.57e-05,0.0725,0.05,0.322,104.819,268933,4,1Qvdy7m0jSpVPQ3i6Vqvc3 ,https://open.spotify.com/track/1Qvdy7m0jSpVPQ3i6Vqvc3,1,-0.2643054581002997,-0.05585552168005111,0.3896109442019784,Energetic Party Hits
See Through Dreams                                                                                                                                                               ,Death                                           ,0.272,0.932,10,-5.546,0,0.17,1.59e-05,0.0265,0.508,0.472,171.744,279920,3,0Ol4yC4mvESix1mkYoSsI9 ,https://open.spotify.com/track/0Ol4yC4mvESix1mkYoSsI9,2,-1.3069019865213571,2.31938183103451,0.01382385210285075,Rhythmic Beats
Living Monstrosity                                                                                                                                                               ,Death                                           ,0.251,0.976,0,-4.359,1,0.168,3.8e-05,0.00171,0.0892,0.278,98.904,308547,4,6fTbZV7MNPMNpXzQMEcDZh ,https://open.spotify.com/track/6fTbZV7MNPMNpXzQMEcDZh,3,-0.6555333956195597,0.6265591632354683,0.19724376806296584,High-Energy Experimentals
Left to Die                                                                                                                                                                      ,Death                                           ,0.281,0.977,10,-5.737,0,0.133,1.69e-06,0.0728,0.263,0.276,106.905,277373,4,0BO5g7FXNhZgQuC8xIORDm ,https://open.spotify.com/track/0BO5g7FXNhZgQuC8xIORDm,2,-0.7428778547930087,1.1420652427061542,-1.4072761140520347,Rhythmic Beats
Infernal Death                                                                                                                                                                   ,Death                                           ,0.16,0.936,5,-5.933,1,0.0901,1.71e-06,0.695,0.0639,0.16,105.895,172586,4,2kStAzBwEmYqwIRj2d8QkU ,https://open.spotify.com/track/2kStAzBwEmYqwIRj2d8QkU,3,0.830009094519951,0.8754652765325178,0.48204049827563883,High-Energy Experimentals
Zombie Ritual                                                                                                                                                                    ,Death                                           ,0.221,0.941,2,-6.662,1,0.0788,1.41e-06,0.117,0.351,0.189,113.236,272688,4,6SjRA2uuTOwXxErnp3SfDZ ,https://open.spotify.com/track/6SjRA2uuTOwXxErnp3SfDZ,3,-0.39163086146958986,0.8985475603112136,0.6228306848718894,High-Energy Experimentals
Evil Dead                                                                                                                                                                        ,Death                                           ,0.221,0.913,0,-5.578,1,0.0666,0.0,0.941,0.0464,0.0591,103.048,179492,4,19fS3FJbmKvE6LVYVxSKZs ,https://open.spotify.com/track/19fS3FJbmKvE6LVYVxSKZs,3,1.519935340233418,1.0174540024927452,0.49678836794213604,High-Energy Experimentals
Dead but Dreaming                                                                                                                                                                ,Deicide                                         ,0.301,0.937,11,-7.529,0,0.0833,5.76e-06,0.255,0.138,0.433,94.4,193653,4,2Zzv1jZsOeo9aLahsAWdrF ,https://open.spotify.com/track/2Zzv1jZsOeo9aLahsAWdrF,1,-0.2641676731752417,0.2507780187832659,-1.5144566695103188,Energetic Party Hits
Blaspherereion                                                                                                                                                                   ,Deicide                                         ,0.235,0.997,11,-6.744,1,0.134,1.82e-05,0.042,0.0974,0.0372,162.843,255093,3,78F3P5j6pBli8hbYBNTbxS ,https://open.spotify.com/track/78F3P5j6pBli8hbYBNTbxS,3,0.12981158968146309,1.598942184917303,1.7119051197948538,High-Energy Experimentals
Wolverine Blues                                                                                                                                                                  ,Entombed                                        ,0.348,0.973,10,-4.818,0,0.0716,0.000457,0.781,0.135,0.374,152.235,133067,1,6WBdwdLLif4kuG3s6ot8uB ,https://open.spotify.com/track/6WBdwdLLif4kuG3s6ot8uB,0,2.4100566501454357,2.0532842249155037,0.9936325930905091,Relaxing Instrumentals
Slaughter of Innocence                                                                                                                                                           ,Malevolent Creation                             ,0.301,0.961,11,-9.456,0,0.161,8.32e-05,0.15,0.0786,0.236,104.656,224493,4,7aYLsLtbdjyCDKBI6VISU4 ,https://open.spotify.com/track/7aYLsLtbdjyCDKBI6VISU4,3,-0.40328082768963347,1.0187145285732824,-1.5286268913382033,High-Energy Experimentals
Blessed Are The Sick / Leading the Rats                                                                                                                                          ,Morbid Angel                                    ,0.35,0.698,11,-8.993,1,0.052,0.00324,0.00159,0.103,0.221,126.9,286960,4,5tkcDYuFIbljBOCgj9Bcru ,https://open.spotify.com/track/5tkcDYuFIbljBOCgj9Bcru,1,0.052031972908276485,-0.305729877675162,0.7400081463078408,Energetic Party Hits
"Stripped, Raped, And Strangled                                                                                                                                                 ",Cannibal Corpse                                 ,0.256,0.952,7,-8.631,0,0.103,2.19e-05,0.587,0.135,0.0724,144.481,206120,4,1sWcWDgthOikmqaHdfTfW2 ,https://open.spotify.com/track/1sWcWDgthOikmqaHdfTfW2,3,0.2946370801138698,1.7181959312955049,-0.8139561551542527,High-Energy Experimentals
Disembowel                                                                                                                                                                       ,Autopsy                                         ,0.233,0.871,1,-7.987,1,0.0794,4.56e-06,0.368,0.225,0.22,111.041,244560,4,2R7KEJHuuXyxN3Jsf77ayC ,https://open.spotify.com/track/2R7KEJHuuXyxN3Jsf77ayC,3,0.17785405694303305,0.6917454353733826,0.5661137515890632,High-Energy Experimentals
Dark Age                                                                                                                                                                         ,Vader                                           ,0.26,0.786,8,-11.605,0,0.0698,0.000177,0.485,0.112,0.186,110.967,272066,4,3xTOH7tS2WIuViDwVC1ohU ,https://open.spotify.com/track/3xTOH7tS2WIuViDwVC1ohU,3,0.6686901799832873,0.6317879994858728,-1.279419942601531,High-Energy Experimentals
Testimony                                                                                                                                                                        ,Vader                                           ,0.223,0.64,11,-12.617,0,0.0522,8.54e-06,0.789,0.091,0.0518,179.862,230688,4,3tzTEKqcNWuX7vm1gPEpYR ,https://open.spotify.com/track/3tzTEKqcNWuX7vm1gPEpYR,3,1.030491654370885,1.2908020307987333,-0.2930597401472482,High-Energy Experimentals
Lack of Comprehension                                                                                                                                                            ,Death                                           ,0.293,0.954,5,-6.144,1,0.267,0.00117,0.00276,0.0636,0.151,89.128,221480,4,1OePro13vwG9uI5tdREYLU ,https://open.spotify.com/track/1OePro13vwG9uI5tdREYLU,2,-0.6389017353194613,1.4091445477950808,-0.1340587353167934,Rhythmic Beats
Cromlech - Studio                                                                                                                                                                ,Darkthrone                                      ,0.166,0.887,4,-9.109,1,0.106,3.02e-06,0.922,0.118,0.2,105.342,251280,4,7bTxVZKtDkOX95Q3UlSMwh ,https://open.spotify.com/track/7bTxVZKtDkOX95Q3UlSMwh,3,1.0310709160330132,1.2133240196177182,0.4627043076750765,High-Energy Experimentals
M.S. Bismark                                                                                                                                                                     ,Asphyx                                          ,0.268,0.919,9,-8.468,1,0.0744,3.97e-05,0.862,0.214,0.168,95.709,303493,4,4hC7Sl95ZNteCDGmHWCZCL ,https://open.spotify.com/track/4hC7Sl95ZNteCDGmHWCZCL,3,1.0442606779945016,1.1678784394500163,0.4101185825888261,High-Energy Experimentals
The Krusher                                                                                                                                                                      ,Asphyx                                          ,0.207,0.967,9,-9.437,1,0.118,0.000114,0.916,0.212,0.13,178.022,351707,4,6YE7EUgXnpK5wgWy9mGPRX ,https://open.spotify.com/track/6YE7EUgXnpK5wgWy9mGPRX,3,0.2086507985263689,2.301863514638081,1.5032991442623433,High-Energy Experimentals
Barra Edinazzu                                                                                                                                                                   ,Nile                                            ,0.223,0.938,2,-7.591,1,0.136,1.98e-06,0.738,0.0768,0.066,143.785,167360,4,0qzmXZxtu69FoL1yz3dhsb ,https://open.spotify.com/track/0qzmXZxtu69FoL1yz3dhsb,3,0.527687715882287,1.7375757840945534,0.9373263239576242,High-Energy Experimentals
Die Rache Krieg Lied Der Assyriche                                                                                                                                               ,Nile                                            ,0.515,0.96,7,-10.01,0,0.0866,0.463,0.0853,0.105,0.0353,141.944,193293,4,4KaqmYXcjuaMH2zQW5BIFx ,https://open.spotify.com/track/4KaqmYXcjuaMH2zQW5BIFx,3,-0.22314694541406005,1.0668869232233678,-0.8646507762900214,High-Energy Experimentals
Twisted Mass of Burnt Decay                                                                                                                                                      ,Autopsy                                         ,0.171,0.985,8,-5.577,1,0.114,0.116,0.718,0.407,0.0936,178.761,135160,4,4uDxt27CET6uPGg128m5Nu ,https://open.spotify.com/track/4uDxt27CET6uPGg128m5Nu,3,-0.2512722761910984,2.6229925780261536,1.5523205152223452,High-Energy Experimentals
Earthly Love                                                                                                                                                                     ,Gorguts                                         ,0.185,0.996,9,-2.001,1,0.178,2.01e-05,0.29,0.306,0.0389,137.935,244240,3,2OajMeeRzF8erGYrJf32Sr ,https://open.spotify.com/track/2OajMeeRzF8erGYrJf32Sr,3,0.2835117094434472,2.4807582497313185,1.345678991265408,High-Energy Experimentals
Nostalgia                                                                                                                                                                        ,Gorguts                                         ,0.177,0.99,10,-2.213,1,0.1,6.33e-06,0.157,0.162,0.0513,93.274,370000,4,7xAqgH0tsSbiV4wi5zExdo ,https://open.spotify.com/track/7xAqgH0tsSbiV4wi5zExdo,3,0.1582562497171462,0.7937283330019829,0.2777681461474702,High-Energy Experimentals
Dismembered                                                                                                                                                                      ,Dismember                                       ,0.277,0.971,4,-5.629,0,0.155,3.37e-06,0.0965,0.315,0.217,108.862,241000,4,5DO2pQcPKTHjJc1kYR8Mib ,https://open.spotify.com/track/5DO2pQcPKTHjJc1kYR8Mib,2,-0.7557450288027164,1.5562645768103707,-1.4083429750993377,Rhythmic Beats
Override of the Overture                                                                                                                                                         ,Dismember                                       ,0.171,0.978,1,-5.929,1,0.191,6.22e-06,0.824,0.383,0.083,113.689,317747,4,3ef3N03PUANmE4zPUVWF3D ,https://open.spotify.com/track/3ef3N03PUANmE4zPUVWF3D,3,0.25526300578479955,2.7629596963521688,0.4959807481984783,High-Energy Experimentals
Oblivious to Evil                                                                                                                                                                ,Deicide                                         ,0.342,0.98,11,-7.412,1,0.17,0.000163,0.0246,0.117,0.115,116.746,160760,4,2C3W424vvtwNPVA2o2aJXe ,https://open.spotify.com/track/2C3W424vvtwNPVA2o2aJXe,3,-0.5394701223002728,1.1373534955365512,0.4545051429356817,High-Energy Experimentals
Brainstorm                                                                                                                                                                       ,Morbid Angel                                    ,0.354,0.906,11,-8.482,0,0.0653,0.000261,4.57e-05,0.198,0.707,120.111,155040,4,0dayxk3bqrlkXaWtm5dRgJ ,https://open.spotify.com/track/0dayxk3bqrlkXaWtm5dRgJ,1,-1.2935276251568901,-0.29639545425819025,-1.1366860353575747,Energetic Party Hits
When Life Has Ceased                                                                                                                                                             ,Entombed                                        ,0.183,0.986,1,-8.044,1,0.102,1.19e-06,0.895,0.248,0.178,131.285,251093,4,3cmEh49U5WRfPcFipIu7LY ,https://open.spotify.com/track/3cmEh49U5WRfPcFipIu7LY,3,0.5011012995347649,1.8397402606294744,0.8861790634377054,High-Energy Experimentals
Morbid Devourment                                                                                                                                                                ,Entombed                                        ,0.191,0.961,6,-7.339,1,0.106,1.07e-06,0.886,0.266,0.29,109.726,325373,4,2CvtsZt7wGW1iIFniV5CAw ,https://open.spotify.com/track/2CvtsZt7wGW1iIFniV5CAw,3,0.48608711738126914,1.5208040232415911,0.5717491663656408,High-Energy Experimentals
Incarnated Solvent Abuse                                                                                                                                                         ,Carcass                                         ,0.258,0.945,6,-5.505,0,0.202,2.5e-05,0.226,0.0971,0.294,84.562,301747,4,2pl6gnxrcbSxjxhAZgecZq ,https://open.spotify.com/track/2pl6gnxrcbSxjxhAZgecZq,2,-0.36957321059017656,1.1765579471539664,-1.8813960612764045,Rhythmic Beats
Corporal Jigsore Quandary                                                                                                                                                        ,Carcass                                         ,0.27,0.969,11,-4.801,1,0.205,4.76e-06,0.434,0.0712,0.16,139.275,348427,4,4sEDY5mo2Zdq9Dz8s0LE6x ,https://open.spotify.com/track/4sEDY5mo2Zdq9Dz8s0LE6x,3,-0.3171045613178566,1.7895945918234506,0.7269556358953421,High-Energy Experimentals
Staring Through The Eyes Of The Dead                                                                                                                                             ,Cannibal Corpse                                 ,0.26,0.977,7,-7.414,0,0.12,5.16e-06,0.877,0.173,0.0732,129.541,209120,3,4WZuTswubOiMnVt1rlG6sL ,https://open.spotify.com/track/4WZuTswubOiMnVt1rlG6sL,3,1.4712474054807292,2.4096996294516186,-0.47694442204585336,High-Energy Experimentals
Fucked With A Knife                                                                                                                                                              ,Cannibal Corpse                                 ,0.166,0.977,1,-9.005,0,0.0868,5.48e-06,0.928,0.18,0.425,183.295,133947,3,2ZK3pWvGZTlklRiDqNdnUf ,https://open.spotify.com/track/2ZK3pWvGZTlklRiDqNdnUf,3,0.5403865358964065,2.065756080069994,0.3441713917590045,High-Energy Experimentals
Pulverized                                                                                                                                                                       ,Cannibal Corpse                                 ,0.296,0.977,1,-7.859,1,0.0929,7.33e-06,0.927,0.0676,0.347,92.352,210427,4,5leGI7UwCvean9h1rlG3Ty ,https://open.spotify.com/track/5leGI7UwCvean9h1rlG3Ty,3,0.8558092747316788,0.7929857435850048,0.31521919074349974,High-Energy Experimentals
The Bleeding                                                                                                                                                                     ,Cannibal Corpse                                 ,0.216,0.987,1,-7.37,0,0.0971,3.94e-06,0.908,0.052,0.199,93.803,259680,4,17X3hKnGxGle8QRpead0Ks ,https://open.spotify.com/track/17X3hKnGxGle8QRpead0Ks,3,1.0310779946541189,1.2630183321359967,-1.499783835322816,High-Energy Experimentals
